%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wortwarte_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wiktionary_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/train_test_lemma_polarity.txt
%% https://raw.githubusercontent.com/artificial-max/polcla/master/polcla/src/main/resources/dictionaries/germanlex.txt
%% https://raw.githubusercontent.com/markuskiller/textblob-de/master/textblob_de/data/de-sentiment.xml
%% https://pcai056.informatik.uni-leipzig.de/downloads/etc/SentiWS/SentiWS_v2.0.zip
%% data/bundestag_sentiments.txt
adrett,0.749675
adventskranz,0.0
affekthandlung,-0.7333333333333334
affektieren,-0.8333333333333334
affektiertheit,-0.8
affenartig,-0.8
affenbrotbaum,0.0
affinität,0.8333333333333334
affront,-0.9333333333333332
aggression,-0.822225
aggressiv,-0.7096799999999999
aggressivität,-0.74895
agil,0.598975
agitation,-0.5512
agoraphobie,-0.9333333333333332
agrarreform,0.8333333333333334
ahnden,-0.9333333333333332
ahndung,-0.9333333333333332
ahnengalerie,0.8
ahnenkult,0.0
ahnenreihe,0.0
ahnungslosigkeit,-0.75
akklimatisieren,0.6666666666666666
akne,-0.6666666666666666
akribisch,0.6666666666666666
aktenschrank,0.0
aktentasche,0.0
aktenvernichtung,-0.9333333333333332
aktiv,0.647775
aktivieren,0.64
akzent,0.65
akzeptabel,0.576
akzeptieren,0.6008
akzidenzdruck,0.0
alarmgerät,0.0
alarmieren,-0.8008000000000001
albernheit,-0.8
albern,-0.65
alert,0.9333333333333332
alkoholarm,0.8
alkoholeinfluss,-0.9333333333333332
alkoholgenuss,-0.8333333333333334
alkoholismus,-0.9333333333333332
alkoholkonsum,-0.8333333333333334
alkoholmissbrauch,-0.9333333333333332
alkoholrausch,-0.9333333333333332
alkoholsucht,-0.9333333333333332
allein,-0.7333333333333334
alleinsein,-0.7333333333333334
allergie,-0.9333333333333332
allgemeinwohl,0.9
allheilmittel,0.8
allianz,0.7333333333333334
allmacht,0.75
allradantrieb,0.0
allstromgerät,0.0
alltäglich,0.0
alltagssprache,0.0
allwissend,0.7333333333333334
allwissenheit,0.9
almenrausch,0.8
alpdruck,-0.8
alptraum,-0.5015999999999999
altbausanierung,0.7666666666666666
altbauwohnung,0.0
altbewährt,0.8333333333333334
altehrwürdig,0.9333333333333332
altenbetreuung,0.10000000000000002
altenhilfe,0.0
alternativ,0.75
altersgrenze,0.0
altersgruppe,0.0
altersjahr,0.0
alterspyramide,0.0
altersschwäche,-0.7333333333333334
alterssichtigkeit,-0.8
altjüngferlich,-0.75
altklug,-0.8333333333333334
altlastensanierung,0.7666666666666666
altmodisch,-0.5127333333333334
altruismus,0.9333333333333332
altruistisch,0.9333333333333332
altweibersommer,0.8
aluminiumdruck,0.0
ambitioniert,0.8333333333333334
ameisensäure,0.0
ammenmärchen,-0.8
amnesie,-0.9333333333333332
amoklauf,-0.8333333333333334
amoralisch,-0.9
amtsgeheimnis,0.0
amtsgericht,0.0
amtshilfe,0.6666666666666666
amtsmissbrauch,-0.8333333333333334
amtsrichter,0.0
amtsstunde,0.0
amtsweg,0.0
amtszeit,0.0
amüsant,0.7333333333333334
amüsieren,0.95
analogiebildung,0.0
anämie,-0.9333333333333332
anämisch,-0.9333333333333332
anarchisch,-0.9333333333333332
anarchistisch,-0.9333333333333332
anbiedern,-0.8400000000000001
anbiederung,-0.16666666666666666
anbrüllen,-0.9333333333333332
anders,-0.5
andersartig,-0.7666666666666666
änderungsvorschlag,0.0
andeuten,-0.65
andienungspflicht,0.0
androhen,0.6988
androhung,-0.7011999999999999
anekdotenhaft,0.0
anekeln,-0.9333333333333332
anerbenrecht,0.0
anerkennenswert,0.402
anerkennen,0.5689285714285715
anfahren,-0.26666666666666666
anfällig,-0.5971000000000001
anfälligkeit,-0.5512
anfall,-0.8333333333333334
anfangsstadium,0.0
anfechtbar,-0.7333333333333334
anfechten,-0.9333333333333332
anfechtung,-0.8
anfeinden,-0.8
anfeindung,-0.8
anfeuern,0.8333333333333334
anflehen,-0.65
anfreunden,0.7333333333333334
angeben,-0.15000000000000002
angeberisch,-0.8333333333333334
angeblich,-0.8333333333333334
angebot,0.567775
anbringen,0.8333333333333334
angeheitert,-0.7666666666666666
angehen,0.43333333333333335
anmessen,0.12490000000000001
anregen,0.7444444444444446
ansäuseln,-0.7666666666666666
ansehen,0.626
anspannen,-0.54376
anstammen,0.8333333333333334
antrinken,-0.7011999999999999
angreifen,-0.7116
angriffskrieg,-0.9333333333333332
angriffslustig,-0.8333333333333334
angriffslust,-0.8333333333333334
ängsten,-0.9333333333333332
angsterfüllt,-0.8
angsthase,-0.8
ängstlich,-0.668375
